sample_name,FigD_label
F2S4_170126_011_D01,L4 IT VISp Rspo1
F2S4_170126_011_E01,L4 IT VISp Rspo1
F2S4_170126_011_F01,L4 IT VISp Rspo1
F2S4_170126_011_G01,L4 IT VISp Rspo1
F2S4_170126_011_H01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_012_A01,L4 IT VISp Rspo1
F2S4_170126_012_D01,L4 IT VISp Rspo1
F2S4_170126_012_E01,L4 IT VISp Rspo1
F2S4_170126_012_F01,L4 IT VISp Rspo1
F2S4_170126_012_G01,L4 IT VISp Rspo1
F2S4_170126_012_H01,L4 IT VISp Rspo1
F2S4_170126_013_B01,L4 IT VISp Rspo1
F2S4_170126_013_C01,L4 IT VISp Rspo1
F2S4_170126_013_D01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_013_E01,L4 IT VISp Rspo1
F2S4_170126_013_F01,L4 IT VISp Rspo1
F2S4_170126_013_G01,L4 IT VISp Rspo1
F2S4_170126_013_H01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_014_A01,L4 IT VISp Rspo1
F2S4_170126_014_D01,L4 IT VISp Rspo1
F2S4_170126_014_E01,L4 IT VISp Rspo1
F2S4_170126_014_F01,L4 IT VISp Rspo1
F2S4_170126_014_H01,L4 IT VISp Rspo1
F2S4_170126_015_B01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_015_C01,L4 IT VISp Rspo1
F2S4_170126_015_D01,L4 IT VISp Rspo1
F2S4_170126_015_E01,L4 IT VISp Rspo1
F2S4_170126_015_F01,L4 IT VISp Rspo1
F2S4_170126_015_G01,L4 IT VISp Rspo1
F2S4_170126_015_H01,L4 IT VISp Rspo1
F2S4_170126_016_A01,L4 IT VISp Rspo1
F2S4_170126_016_B01,L4 IT VISp Rspo1
F2S4_170126_016_C01,L4 IT VISp Rspo1
F2S4_170126_016_D01,L4 IT VISp Rspo1
F2S4_170126_016_E01,L4 IT VISp Rspo1
F2S4_170126_016_F01,L4 IT VISp Rspo1
F2S4_170126_016_G01,L4 IT VISp Rspo1
F2S4_170126_016_H01,L4 IT VISp Rspo1
F2S4_170126_017_A01,L4 IT VISp Rspo1
F2S4_170126_017_B01,L4 IT VISp Rspo1
F2S4_170126_017_C01,L4 IT VISp Rspo1
F2S4_170126_017_D01,L4 IT VISp Rspo1
F2S4_170126_017_F01,L4 IT VISp Rspo1
F2S4_170126_017_G01,L4 IT VISp Rspo1
F2S4_170126_017_H01,L4 IT VISp Rspo1
F2S4_170126_018_A01,L4 IT VISp Rspo1
F2S4_170126_018_B01,L4 IT VISp Rspo1
F2S4_170126_018_C01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_018_D01,L4 IT VISp Rspo1
F2S4_170126_018_F01,L4 IT VISp Rspo1
F2S4_170126_019_A01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_019_B01,L4 IT VISp Rspo1
F2S4_170126_019_C01,L5 IT VISp Hsd11b1 Endou
F2S4_170126_019_D01,L4 IT VISp Rspo1
F2S4_170126_019_E01,L4 IT VISp Rspo1
F2S4_170126_019_F01,L4 IT VISp Rspo1
F2S4_170126_019_G01,L4 IT VISp Rspo1
F2S4_170126_019_H01,L4 IT VISp Rspo1
F2S4_170126_020_A01,L4 IT VISp Rspo1
F2S4_170126_020_B01,L4 IT VISp Rspo1
F2S4_170126_020_D01,L4 IT VISp Rspo1
F2S4_170126_020_E01,L4 IT VISp Rspo1
F2S4_170126_020_F01,L4 IT VISp Rspo1
F2S4_170126_020_G01,L4 IT VISp Rspo1
F2S4_170126_020_H01,L4 IT VISp Rspo1
F2S4_170126_021_A01,L4 IT VISp Rspo1
F2S4_170126_021_B01,L4 IT VISp Rspo1
F2S4_170126_021_C01,L4 IT VISp Rspo1
F2S4_170126_021_D01,L4 IT VISp Rspo1
F2S4_170126_021_E01,L4 IT VISp Rspo1
F2S4_170126_021_F01,L4 IT VISp Rspo1
F2S4_170126_021_G01,L4 IT VISp Rspo1
F2S4_170126_021_H01,L4 IT VISp Rspo1
F2S4_170126_022_A01,L4 IT VISp Rspo1
F2S4_170126_022_B01,L4 IT VISp Rspo1
F2S4_170126_022_C01,L4 IT VISp Rspo1
F2S4_170126_022_D01,L4 IT VISp Rspo1
F2S4_170126_022_E01,L4 IT VISp Rspo1
F2S4_170126_022_F01,L4 IT VISp Rspo1
F2S4_170126_022_G01,L4 IT VISp Rspo1
F2S4_170126_022_H01,L4 IT VISp Rspo1
F2S4_170126_023_G01,L5 IT VISp Whrn Tox2
F2S4_170131_001_A01,CP-c
F2S4_170131_001_B01,CP-c
F2S4_170131_001_C01,CP-c
F2S4_170201_004_C01,L6 IT VISp Col23a1 Adamts2
F2S4_170201_011_E01,L2/3 IT VISp Agmat
F2S4_170201_014_H01,L2/3 IT VISp Agmat
F2S4_170201_018_H01,L2/3 IT VISp Adamts2
F2S4_170202_001_H01,L2/3 IT VISp Agmat
F2S4_170202_006_A01,VISp-c
F2S4_170202_006_B01,VISp-c
F2S4_170202_006_C01,VISp-c
F2S4_170202_006_D01,VISp-c
F2S4_170202_006_E01,VISp-c
F2S4_170202_006_F01,VISp-c
F2S4_170202_007_A01,VISp-c
F2S4_170202_007_B01,VISp-c
F2S4_170202_007_C01,VISp-c
F2S4_170202_007_D01,VISp-c
F2S4_170202_007_E01,VISp-c
F2S4_170202_007_F01,VISp-c
F2S4_170202_007_G01,VISp-c
F2S4_170202_007_H01,VISp-c
F2S4_170202_008_A01,VISp-c
F2S4_170202_008_B01,VISp-c
F2S4_170202_008_C01,VISp-c
F2S4_170202_008_D01,VISp-c
F2S4_170202_008_E01,VISp-c
F2S4_170202_008_F01,VISp-c
F2S4_170202_008_G01,VISp-c
F2S4_170202_008_H01,VISp-c
F2S4_170202_009_A01,VISp-c
F2S4_170202_009_B01,VISp-c
F2S4_170202_009_C01,VISp-c
F2S4_170202_009_D01,VISp-c
F2S4_170202_009_E01,VISp-c
F2S4_170202_009_F01,VISp-c
F2S4_170202_009_G01,VISp-c
F2S4_170202_009_H01,VISp-c
F2S4_170202_010_A01,VISp-c
F2S4_170202_010_B01,VISp-c
F2S4_170202_010_C01,VISp-c
F2S4_170202_010_D01,VISp-c
F2S4_170202_010_E01,VISp-c
F2S4_170202_010_F01,VISp-c
F2S4_170202_010_G01,VISp-c
F2S4_170202_010_H01,VISp-c
F2S4_170202_011_A01,VISp-c
F2S4_170202_011_B01,VISp-c
F2S4_170202_011_C01,VISp-c
F2S4_170202_011_D01,VISp-c
F2S4_170202_011_E01,VISp-c
F2S4_170202_011_F01,VISp-c
F2S4_170202_011_G01,VISp-c
F2S4_170202_011_H01,VISp-c
F2S4_170202_012_A01,VISp-c
F2S4_170202_012_B01,VISp-c
F2S4_170202_012_C01,VISp-c
F2S4_170202_012_D01,VISp-c
F2S4_170202_012_E01,VISp-c
F2S4_170202_012_F01,VISp-c
F2S4_170202_012_G01,VISp-c
F2S4_170202_012_H01,VISp-c
F2S4_170202_013_C01,VISp-c
F2S4_170202_013_D01,VISp-c
F2S4_170202_013_E01,VISp-c
F2S4_170202_013_F01,VISp-c
F2S4_170202_013_G01,VISp-c
F2S4_170202_013_H01,VISp-c
F2S4_170203_004_A01,VISp-c
F2S4_170203_004_B01,VISp-c
F2S4_170203_004_C01,VISp-c
F2S4_170203_004_D01,VISp-c
F2S4_170203_004_E01,VISp-c
F2S4_170203_004_F01,VISp-c
F2S4_170203_004_G01,VISp-c
F2S4_170203_004_H01,VISp-c
F2S4_170203_005_A01,VISp-c
F2S4_170203_005_C01,VISp-c
F2S4_170203_005_D01,VISp-c
F2S4_170203_005_E01,VISp-c
F2S4_170203_005_F01,VISp-c
F2S4_170203_005_G01,VISp-c
F2S4_170203_005_H01,VISp-c
F2S4_170203_006_A01,VISp-c
F2S4_170203_006_B01,VISp-c
F2S4_170203_006_C01,VISp-c
F2S4_170203_006_E01,VISp-c
F2S4_170203_006_F01,VISp-c
F2S4_170203_006_G01,VISp-c
F2S4_170203_006_H01,VISp-c
F2S4_170203_007_A01,VISp-c
F2S4_170203_007_B01,VISp-c
F2S4_170203_007_C01,VISp-c
F2S4_170203_007_D01,VISp-c
F2S4_170203_007_E01,VISp-c
F2S4_170203_007_F01,VISp-c
F2S4_170203_007_G01,VISp-c
F2S4_170203_007_H01,VISp-c
F2S4_170203_008_A01,VISp-c
F2S4_170203_008_B01,VISp-c
F2S4_170203_008_C01,VISp-c
F2S4_170203_008_D01,VISp-c
F2S4_170203_008_E01,VISp-c
F2S4_170203_008_F01,VISp-c
F2S4_170203_008_G01,VISp-c
F2S4_170203_008_H01,VISp-c
F2S4_170203_009_A01,VISp-c
F2S4_170203_009_B01,VISp-c
F2S4_170203_009_C01,VISp-c
F2S4_170203_009_D01,VISp-c
F2S4_170203_009_E01,VISp-c
F2S4_170203_009_F01,VISp-c
F2S4_170203_009_G01,VISp-c
F2S4_170203_009_H01,VISp-c
F2S4_170203_010_A01,VISp-c
F2S4_170203_010_B01,VISp-c
F2S4_170203_010_C01,VISp-c
F2S4_170203_010_D01,VISp-c
F2S4_170203_010_E01,VISp-c
F2S4_170203_010_F01,VISp-c
F2S4_170203_010_G01,VISp-c
F2S4_170203_010_H01,VISp-c
F2S4_170203_011_A01,VISp-c
F2S4_170203_011_B01,VISp-c
F2S4_170203_011_C01,VISp-c
F2S4_170203_011_D01,VISp-c
F2S4_170203_011_E01,VISp-c
F2S4_170203_011_F01,VISp-c
F2S4_170203_011_G01,VISp-c
F2S4_170203_011_H01,VISp-c
F2S4_170203_012_A01,VISp-c
F2S4_170203_012_B01,VISp-c
F2S4_170203_012_C01,VISp-c
F2S4_170203_012_D01,VISp-c
F2S4_170203_012_E01,VISp-c
F2S4_170203_012_F01,VISp-c
F2S4_170203_012_G01,VISp-c
F2S4_170203_012_H01,VISp-c
F2S4_170203_013_A01,VISp-c
F2S4_170203_013_B01,VISp-c
F2S4_170203_013_C01,VISp-c
F2S4_170203_013_D01,VISp-c
F2S4_170203_013_E01,VISp-c
F2S4_170203_013_F01,VISp-c
F2S4_170203_013_G01,VISp-c
F2S4_170203_013_H01,VISp-c
F2S4_170203_014_A01,VISp-c
F2S4_170203_014_B01,VISp-c
F2S4_170203_014_C01,VISp-c
F2S4_170203_014_D01,VISp-c
F2S4_170203_014_E01,VISp-c
F2S4_170203_014_F01,VISp-c
F2S4_170203_014_G01,VISp-c
F2S4_170203_014_H01,VISp-c
F2S4_170203_015_A01,VISp-c
F2S4_170203_015_B01,VISp-c
F2S4_170203_015_C01,VISp-c
F2S4_170203_015_D01,VISp-c
F2S4_170203_015_F01,VISp-c
F2S4_170203_015_G01,VISp-c
F2S4_170203_015_H01,VISp-c
F2S4_170203_016_A01,VISp-c
F2S4_170203_016_B01,VISp-c
F2S4_170203_016_C01,VISp-c
F2S4_170203_016_D01,VISp-c
F2S4_170203_016_E01,VISp-c
F2S4_170203_016_F01,VISp-c
F2S4_170203_016_G01,VISp-c
F2S4_170203_016_H01,VISp-c
F2S4_170203_017_A01,VISp-c
F2S4_170203_017_B01,VISp-c
F2S4_170203_017_C01,VISp-c
F2S4_170203_017_D01,VISp-c
F2S4_170203_017_E01,VISp-c
F2S4_170203_017_F01,VISp-c
F2S4_170203_017_G01,VISp-c
F2S4_170203_018_A01,VISp-c
F2S4_170203_018_B01,VISp-c
F2S4_170203_018_C01,VISp-c
F2S4_170203_018_D01,VISp-c
F2S4_170203_018_E01,VISp-c
F2S4_170203_018_F01,VISp-c
F2S4_170203_018_G01,VISp-c
F2S4_170203_018_H01,VISp-c
F2S4_170203_019_A01,VISp-c
F2S4_170203_019_B01,VISp-c
F2S4_170203_019_C01,VISp-c
F2S4_170203_019_D01,VISp-c
F2S4_170203_019_E01,VISp-c
F2S4_170203_019_F01,VISp-c
F2S4_170203_019_G01,VISp-c
F2S4_170203_019_H01,VISp-c
F2S4_170203_020_A01,VISp-c
F2S4_170203_020_B01,VISp-c
F2S4_170203_020_C01,VISp-c
F2S4_170203_020_D01,VISp-c
F2S4_170203_020_E01,VISp-c
F2S4_170203_020_F01,VISp-c
F2S4_170203_020_G01,VISp-c
F2S4_170203_020_H01,VISp-c
F2S4_170203_021_A01,VISp-c
F2S4_170203_021_B01,VISp-c
F2S4_170203_021_C01,VISp-c
F2S4_170203_021_D01,VISp-c
F2S4_170203_021_E01,VISp-c
F2S4_170203_021_F01,VISp-c
F2S4_170203_021_G01,VISp-c
F2S4_170203_021_H01,VISp-c
F2S4_170203_022_A01,VISp-c
F2S4_170203_022_B01,VISp-c
F2S4_170203_022_C01,VISp-c
F2S4_170203_022_D01,VISp-c
F2S4_170203_022_E01,VISp-c
F2S4_170203_022_F01,VISp-c
F2S4_170203_022_G01,VISp-c
F2S4_170203_022_H01,VISp-c
F2S4_170203_023_A01,VISp-c
F2S4_170203_023_B01,VISp-c
F2S4_170203_023_C01,VISp-c
F2S4_170203_023_E01,VISp-c
F2S4_170203_023_F01,VISp-c
F2S4_170203_023_G01,VISp-c
F2S4_170203_023_H01,VISp-c
F2S4_170203_024_A01,VISp-c
F2S4_170203_024_B01,VISp-c
F2S4_170203_024_C01,VISp-c
F2S4_170203_024_D01,VISp-c
F2S4_170203_024_E01,VISp-c
F2S4_170203_024_F01,VISp-c
F2S4_170203_024_G01,VISp-c
F2S4_170203_024_H01,VISp-c
F2S4_170203_025_A01,VISp-c
F2S4_170203_025_B01,VISp-c
F2S4_170203_025_C01,VISp-c
F2S4_170203_025_D01,VISp-c
F2S4_170203_025_E01,VISp-c
F2S4_170203_025_F01,VISp-c
F2S4_170203_025_G01,VISp-c
F2S4_170203_025_H01,VISp-c
F2S4_170203_026_A01,VISp-c
F2S4_170203_026_B01,VISp-c
F2S4_170203_026_C01,VISp-c
F2S4_170203_026_D01,VISp-c
F2S4_170203_026_E01,VISp-c
F2S4_170203_026_F01,VISp-c
F2S4_170203_026_G01,VISp-c
F2S4_170203_026_H01,VISp-c
F2S4_170130_001_B01,L5 IT VISp Col27a1
F2S4_170130_001_C01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_001_F01,L6 IT VISp Penk Fst
F2S4_170130_001_G01,L2/3 IT VISp Agmat
F2S4_170130_001_H01,L6 IT VISp Col18a1
F2S4_170130_002_C01,L6 IT VISp Penk Fst
F2S4_170130_002_D01,L6 IT VISp Penk Col27a1
F2S4_170130_002_G01,L2/3 IT VISp Agmat
F2S4_170130_002_H01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_003_A01,L2/3 IT VISp Agmat
F2S4_170130_003_D01,L6 IT VISp Penk Col27a1
F2S4_170130_003_E01,L2/3 IT VISp Adamts2
F2S4_170130_003_F01,L6 IT VISp Col18a1
F2S4_170130_003_H01,L6 IT VISp Penk Col27a1
F2S4_170130_004_A01,L6 IT VISp Col18a1
F2S4_170130_004_B01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_004_C01,L6 IT VISp Col18a1
F2S4_170130_004_E01,L4 IT VISp Rspo1
F2S4_170130_004_F01,L6 IT VISp Car3
F2S4_170130_004_G01,L2/3 IT VISp Adamts2
F2S4_170130_004_H01,L6 IT VISp Penk Col27a1
F2S4_170130_005_A01,L6 IT VISp Col18a1
F2S4_170130_005_B01,L6 IT VISp Penk Col27a1
F2S4_170130_005_C01,L6 IT VISp Penk Col27a1
F2S4_170130_005_D01,L6 IT VISp Penk Col27a1
F2S4_170130_005_E01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_005_F01,L2/3 IT VISp Agmat
F2S4_170130_005_G01,L6 IT VISp Car3
F2S4_170130_005_H01,L6 IT VISp Penk Col27a1
F2S4_170130_006_F01,L5 IT VISp Col27a1
F2S4_170130_006_G01,L2/3 IT VISp Agmat
F2S4_170130_006_H01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_006_E01,L2/3 IT VISp Agmat
F2S4_170130_007_A01,L6 IT VISp Penk Col27a1
F2S4_170130_007_B01,L6 IT VISp Penk Col27a1
F2S4_170130_008_C01,L6 IT VISp Col23a1 Adamts2
F2S4_170130_008_D01,L2/3 IT ALM Sla
F2S4_170130_008_E01,L2/3 IT VISp Adamts2
F2S4_170130_009_A01,L6 IT VISp Penk Col27a1
F2S4_170130_010_B01,L6 IT VISp Penk Col27a1
F2S4_170130_010_H01,L2/3 IT VISp Adamts2
F2S4_170221_001_A01,L5 IT ALM Lypd1 Gpr88
F2S4_170221_001_G01,L5 IT ALM Tnc
F2S4_170221_002_A01,L5 IT ALM Tnc
F2S4_170221_002_F01,L5 IT VISp Col27a1
F2S4_170221_002_H01,L5 IT ALM Tnc
F2S4_170221_003_C01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_004_F01,L5 IT ALM Pld5
F2S4_170221_004_H01,L5 IT ALM Pld5
F2S4_170221_005_A01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_005_E01,L5 IT ALM Tnc
F2S4_170221_005_H01,L5 IT ALM Gkn1 Pcdh19
F2S4_170221_006_C01,L5 IT ALM Tnc
F2S4_170221_006_E01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_006_H01,L5 IT ALM Lypd1 Gpr88
F2S4_170221_007_A01,L5 IT ALM Pld5
F2S4_170221_007_B01,L5 IT ALM Tnc
F2S4_170221_007_F01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_008_A01,L5 IT ALM Tnc
F2S4_170221_008_D01,L5 IT ALM Pld5
F2S4_170221_008_E01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_008_G01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_009_H01,L5 IT ALM Cbln4 Fezf2
F2S4_170221_010_A01,L5 IT ALM Tnc
F2S4_170221_010_H01,L5 IT ALM Tnc
F2S4_170221_011_A01,L5 IT ALM Pld5
F2S4_170320_001_B01,L4 IT VISp Rspo1
F2S4_170320_002_A01,L2/3 IT VISp Agmat
F2S4_170320_006_F01,L4 IT VISp Rspo1
F2S4_170320_008_B01,L2/3 IT VISp Adamts2
F2S4_170406_001_C01,L6 IT VISp Col18a1
F2S4_170406_001_F01,L6 IT VISp Col18a1
F2S4_170406_002_A01,L6 IT VISp Penk Fst
F2S4_170406_002_D01,L6 IT VISp Col18a1
F2S4_170406_002_H01,L6 IT VISp Col18a1
F2S4_170406_003_B01,L6 IT VISp Penk Col27a1
F2S4_170406_006_A01,L6 IT VISp Col18a1
F2S4_170406_007_E01,L6 IT VISp Col18a1
F2S4_170406_010_G01,L6 IT VISp Col18a1
F2S4_170410_001_A01,Ctx-i
F2S4_170410_001_B01,Ctx-i
F2S4_170410_001_C01,Ctx-i
F2S4_170410_001_D01,Ctx-i
F2S4_170410_001_E01,Ctx-i
F2S4_170410_001_F01,Ctx-i
F2S4_170410_001_G01,Ctx-i
F2S4_170410_001_H01,Ctx-i
F2S4_170410_002_A01,Ctx-i
F2S4_170410_002_C01,Ctx-i
F2S4_170410_002_D01,Ctx-i
F2S4_170410_002_E01,Ctx-i
F2S4_170410_002_F01,Ctx-i
F2S4_170410_002_G01,Ctx-i
F2S4_170410_002_H01,Ctx-i
F2S4_170410_003_A01,Ctx-i
F2S4_170410_003_B01,Ctx-i
F2S4_170410_003_C01,Ctx-i
F2S4_170410_003_D01,Ctx-i
F2S4_170410_003_E01,Ctx-i
F2S4_170410_003_F01,Ctx-i
F2S4_170410_003_G01,Ctx-i
F2S4_170410_003_H01,Ctx-i
F2S4_170410_004_A01,Ctx-i
F2S4_170410_004_B01,Ctx-i
F2S4_170410_004_C01,Ctx-i
F2S4_170410_004_D01,Ctx-i
F2S4_170410_004_E01,Ctx-i
F2S4_170410_004_F01,Ctx-i
F2S4_170410_004_G01,Ctx-i
F2S4_170410_004_H01,Ctx-i
F2S4_170410_006_A01,L5 IT VISp Batf3
F2S4_170411_001_C01,L6 IT VISp Col18a1
F2S4_170411_001_D01,L6 IT VISp Col18a1
F2S4_170411_001_G01,L6 IT VISp Col23a1 Adamts2
F2S4_170411_002_C01,L6 IT VISp Penk Col27a1
F2S4_170411_002_G01,L6 IT VISp Col18a1
F2S4_170411_003_A01,L2/3 IT VISp Agmat
F2S4_170411_003_C01,L6 IT VISp Penk Col27a1
F2S4_170411_003_D01,L6 IT VISp Penk Fst
F2S4_170411_004_C01,L2/3 IT VISp Agmat
F2S4_170411_004_D01,L6 IT VISp Penk Col27a1
F2S4_170411_004_F01,L2/3 IT VISp Adamts2
F2S4_170411_005_A01,L2/3 IT VISp Agmat
F2S4_170411_005_B01,L2/3 IT VISp Adamts2
F2S4_170411_005_C01,L6 IT VISp Penk Col27a1
F2S4_170411_005_D01,L6 IT VISp Penk Col27a1
F2S4_170411_006_B01,L2/3 IT VISp Agmat
F2S4_170411_006_C01,L6 IT VISp Penk Col27a1
F2S4_170411_006_D01,L6 IT VISp Penk Col27a1
F2S4_170411_007_A01,L6 IT VISp Penk Fst
F2S4_170411_007_B01,L2/3 IT VISp Agmat
F2S4_170411_007_E01,L2/3 IT VISp Agmat
F2S4_170411_007_G01,L5 IT VISp Batf3
F2S4_170411_008_A01,L6 IT VISp Col18a1
F2S4_170411_008_D01,L5 IT VISp Hsd11b1 Endou
F2S4_170411_008_E01,L6 IT VISp Col23a1 Adamts2
F2S4_170411_009_C01,L6 IT VISp Penk Fst
F2S4_170411_009_E01,L6 IT VISp Col23a1 Adamts2
F2S4_170411_009_F01,L2/3 IT VISp Adamts2
F2S4_170411_010_C01,L6 IT VISp Penk Col27a1
F2S4_170411_010_D01,L2/3 IT VISp Agmat
F2S4_170411_010_E01,L6 IT VISp Penk Col27a1
F2S4_170411_010_F01,L2/3 IT VISp Adamts2
F2S4_170411_010_G01,L2/3 IT VISp Agmat
F1S4_170426_005_A01,L6 IT VISp Penk Col27a1
F1S4_170426_005_B01,L6 IT VISp Col18a1
F1S4_170426_005_C01,L6 IT VISp Penk Fst
F1S4_170426_005_D01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_005_E01,L6 IT VISp Penk Fst
F1S4_170426_005_F01,L6 IT VISp Penk Fst
F1S4_170426_005_G01,L6 IT VISp Penk Col27a1
F1S4_170426_005_H01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_006_A01,L6 IT VISp Penk Fst
F1S4_170426_006_B01,L6 IT VISp Penk Fst
F1S4_170426_006_C01,L6 IT VISp Penk Col27a1
F1S4_170426_006_D01,L6 IT VISp Penk Col27a1
F1S4_170426_006_F01,L6 IT VISp Penk Fst
F1S4_170426_006_G01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_009_H01,L2/3 IT VISp Adamts2
F1S4_170426_010_C01,L2/3 IT VISp Rrad
F1S4_170426_010_G01,L2/3 IT VISp Rrad
F1S4_170426_011_B01,L2/3 IT VISp Agmat
F1S4_170426_012_G01,L2/3 IT VISp Agmat
F1S4_170426_013_C01,L2/3 IT VISp Agmat
F1S4_170426_014_A01,L2/3 IT VISp Adamts2
F1S4_170426_014_D01,L2/3 IT VISp Rrad
F1S4_170426_015_A01,L2/3 IT VISp Agmat
F1S4_170426_015_F01,L2/3 IT VISp Agmat
F1S4_170426_016_F01,L2/3 IT VISp Rrad
F1S4_170426_016_H01,L2/3 IT VISp Agmat
F1S4_170426_017_D01,L2/3 IT VISp Rrad
F1S4_170426_017_E01,L2/3 IT VISp Rrad
F1S4_170426_022_B01,L6 IT VISp Penk Col27a1
F1S4_170426_022_C01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_022_E01,L6 IT VISp Penk Col27a1
F1S4_170426_022_F01,L6 IT VISp Penk Fst
F1S4_170426_022_G01,L6 IT VISp Penk Col27a1
F1S4_170426_022_H01,L6 IT VISp Penk Fst
F1S4_170426_023_A01,L6 IT VISp Penk Col27a1
F1S4_170426_023_B01,L6 IT VISp Penk Fst
F1S4_170426_023_C01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_023_D01,L6 IT VISp Penk Col27a1
F1S4_170426_023_E01,L6 IT VISp Penk Fst
F1S4_170426_023_F01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_023_G01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_024_A01,L6 IT VISp Penk Col27a1
F1S4_170426_024_C01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_024_D01,L6 IT VISp Col23a1 Adamts2
F1S4_170426_024_E01,L6 IT VISp Penk Fst
F1S4_170426_024_F01,L6 IT VISp Penk Col27a1
F1S4_170426_024_G01,L6 IT VISp Penk Col27a1
F1S4_170426_024_H01,L6 IT VISp Penk Col27a1
F1S4_170428_001_A01,Ctx-i
F2S4_170516_001_A01,L4 IT VISp Rspo1
F2S4_170516_001_B01,L4 IT VISp Rspo1
F2S4_170516_001_C01,L4 IT VISp Rspo1
F2S4_170516_001_D01,L4 IT VISp Rspo1
F2S4_170516_001_E01,L2/3 IT VISp Agmat
F2S4_170516_001_F01,L4 IT VISp Rspo1
F2S4_170516_001_G01,L4 IT VISp Rspo1
F2S4_170516_001_H01,L4 IT VISp Rspo1
F2S4_170516_002_A01,L4 IT VISp Rspo1
F2S4_170516_002_B01,L4 IT VISp Rspo1
F2S4_170516_002_C01,L4 IT VISp Rspo1
F2S4_170516_002_D01,L4 IT VISp Rspo1
F2S4_170516_002_E01,L4 IT VISp Rspo1
F2S4_170516_002_F01,L4 IT VISp Rspo1
F2S4_170516_002_G01,L4 IT VISp Rspo1
F2S4_170516_002_H01,L4 IT VISp Rspo1
F2S4_170516_003_A01,L4 IT VISp Rspo1
F2S4_170516_003_B01,L4 IT VISp Rspo1
F2S4_170516_003_C01,L4 IT VISp Rspo1
F2S4_170516_003_D01,L4 IT VISp Rspo1
F2S4_170516_003_E01,L4 IT VISp Rspo1
F2S4_170516_003_F01,L4 IT VISp Rspo1
F2S4_170516_003_G01,L4 IT VISp Rspo1
F2S4_170516_003_H01,L4 IT VISp Rspo1
F2S4_170516_004_A01,L4 IT VISp Rspo1
F2S4_170516_004_B01,L4 IT VISp Rspo1
F2S4_170516_004_C01,L4 IT VISp Rspo1
F2S4_170516_004_D01,L4 IT VISp Rspo1
F2S4_170516_004_E01,L4 IT VISp Rspo1
F2S4_170516_004_F01,L4 IT VISp Rspo1
F2S4_170516_004_G01,L4 IT VISp Rspo1
F2S4_170516_004_H01,L4 IT VISp Rspo1
F2S4_170516_005_A01,L4 IT VISp Rspo1
F2S4_170516_005_B01,L4 IT VISp Rspo1
F2S4_170516_005_C01,L4 IT VISp Rspo1
F2S4_170516_005_E01,L4 IT VISp Rspo1
F2S4_170516_005_F01,L4 IT VISp Rspo1
F2S4_170516_005_G01,L4 IT VISp Rspo1
F2S4_170516_005_H01,L4 IT VISp Rspo1
F2S4_170516_006_A01,L4 IT VISp Rspo1
F2S4_170516_006_B01,L4 IT VISp Rspo1
F2S4_170516_006_C01,L4 IT VISp Rspo1
F2S4_170516_006_D01,L2/3 IT VISp Agmat
F2S4_170516_006_E01,L4 IT VISp Rspo1
F2S4_170516_006_F01,L4 IT VISp Rspo1
F2S4_170516_006_G01,L5 IT VISp Hsd11b1 Endou
F2S4_170516_006_H01,L4 IT VISp Rspo1
F2S4_170516_007_A01,L4 IT VISp Rspo1
F2S4_170516_007_B01,L4 IT VISp Rspo1
F2S4_170516_007_C01,L5 IT VISp Hsd11b1 Endou
F2S4_170516_007_D01,L4 IT VISp Rspo1
F2S4_170516_007_E01,L4 IT VISp Rspo1
F2S4_170516_007_F01,L4 IT VISp Rspo1
F2S4_170516_007_G01,L5 IT VISp Hsd11b1 Endou
F2S4_170516_007_H01,L4 IT VISp Rspo1
F2S4_170516_008_A01,L4 IT VISp Rspo1
F2S4_170516_008_B01,L4 IT VISp Rspo1
F2S4_170516_008_C01,L4 IT VISp Rspo1
F2S4_170516_008_D01,L4 IT VISp Rspo1
F2S4_170516_008_E01,L4 IT VISp Rspo1
F2S4_170516_008_F01,L4 IT VISp Rspo1
